SKU,Catalogue Code,Product Name,Category,Brand,Sale Price,RRP,Product Features,Marketing Text,Category Marketing Text,Width,Depth,Height,Product Weight (kg),Material,Finish,Colour,Bespoke Fabric Product,Seat Width,Seat Depth,Seat Height,Back Type,Back Width,Back Height,Arms Included,Arm Type,Arms Removable,Arms Width,Arms Height,Mech: Gas Height Adjustment,Headrest Included,Headrest Type,Adjustable Headrest,Height Adjustable Back,Mech: Permanent Contact Backrest,Mech: Independent Seat & Back,Integral Lumbar Support,Adjustable Lumbar Support,Mech: Seat Slide,Mech: Seat Angle Adjustment,Mech: Seat Depth Adjustment,Mech: Synchro Tilt,Mech: Infinite Lock Mechanism,Mech: Lock Tilt Motion,Mech: Knee Tilt,Mech: Anti-Shock,Mech: Tilt Tension Adjustment,Mech: Auto Tilt Tensioner,Recommended Usage (Hours),Stackable,Maximum Weight Capacity (kg),Seat Colour,Back Colour,Frame Colour,Seat Material,Back Material,Frame Material,MOQ,Standard Delivery Time,Product Returnable,Self Assembly,Next Day Cost,7-10 Day Install Cost,3-5 Day Prebuild Cost,Next Day Prebuild Cost,Mechanical Components Guarantee,Fabric and Foam Guarantee,Country of Origin,Test Certificates,Add-On 1,Add-On 2,Add-On 3,Add-On 4,Add-On 5,Add-On 6,Add-On 7,Add-On 8,Commodity Code,ISPC Code,EAN Barcode,Last Updated
OP000283,DE03DMCOALFD,Eclipse Plus III Deluxe Mesh Back With Charcoal Seat With Height Adjustable And Folding Arms,Task and Operator,Eclipse,Plus III,391," Breathable, height adjustable mesh backrest  Triple lever mechanism for seat height, seat and backrest tilt adjustment  Height adjustable, padded lumbar support  ANSI/BIFMAX 5.1-2017 Strength and Endurance tested  PCB: Permanent contact backrest feature  Optional armrest choices",The Eclipse 3 is a fully comprehensive operator chair that provides functionality and comfort. The well equipped mechanism provides independent seat and backrest angle adjustment that can be locked in any position. Perfect for the all day operator requirement.,"When efficiency is all-important, our task and operator seating fulfils a variety of functions.  These chairs ensure employees have comfort and the functionality required as their legal right.  They are chairs to boost effectiveness.",600,600,970,18.4,Fabric & Mesh & Nylon,Charcoal & Black,Charcoal & Black,false,490,410,430-550,Medium,430,530-560,true,Height Adjustable and Folding,true,515,630-700,true,false,,,true,true,true,false,true,false,true,false,false,false,false,false,false,false,false,8,false,125,Charcoal,Black,Black,Fabric,Mesh,Nylon,1,3-May,Yes,Yes,,15.95,15,37.95,3 Years,1 Year,China ,ANSI/BIFMA X5.1-2017; Foam: BS 5852 Ignition Source 5 (Crib 5); EN 1021-1; EN 1021-2; Fabric: BS 7176 Low Hazard,AC000027,AC000029,AC000028,AC000024,,,,,94013000,60254,5.05631E+12,03/06/2024
OP000284,DE03DMLTHFD,Eclipse Plus III Deluxe Mesh Back with Soft Bonded Leather Seat With Height Adjustable And Folding Arms,Task and Operator,Eclipse,Plus III,457," Breathable, height adjustable mesh backrest  Triple lever mechanism for seat height, seat and backrest tilt adjustment  Height adjustable, padded lumbar support  ANSI/BIFMAX 5.1-2017 Strength and Endurance tested  PCB: Permanent contact backrest feature  Optional armrest choices",The Eclipse 3 is a fully comprehensive operator chair that provides functionality and comfort. The well equipped mechanism provides independent seat and backrest angle adjustment that can be locked in any position. Perfect for the all day operator requirement.,"When efficiency is all-important, our task and operator seating fulfils a variety of functions.  These chairs ensure employees have comfort and the functionality required as their legal right.  They are chairs to boost effectiveness.",600,600,970,18.7,Bonded Leather & Mesh & Nylon,Black,Black,false,490,410,430-550,Medium,430,530-560,true,Height Adjustable and Folding,true,515,630-700,true,false,,,true,true,true,false,true,false,true,false,false,false,false,false,false,false,false,8,false,125,Black,Black,Black,Bonded Leather,Mesh,Nylon,1,3-May,Yes,Yes,,15.95,15,37.95,3 Years,1 Year,China ,ANSI/BIFMA X5.1-2017; Foam: BS 5852 Ignition Source 5 (Crib 5); EN 1021-1; EN 1021-2; Fabric: BS 7176 Low Hazard,AC000027,AC000024,AC000029,AC000028,,,,,94013000,60254,5.05631E+12,03/06/2024
OP000285,DE04BLKFD,Eclipse Plus XL Lever Task Operator Chair Black With Height Adjustable And Folding Arms,Task and Operator,Eclipse,Plus XL,397, Large seat pad with waterfall front  Cushioned dished seat design  Contoured backrest for added comfort  Triple lever independent seat and backrest mechanism  Ratchet height adjustable backrest  PCB: permenant contact backrest  Optional armrests,The Eclipse XL is a fully comprehensive operator chair that provides extra functionality and comfort. A large and accommodating seat and backrest provide all day long comfort. The well equipped mechanism provides independent seat and backrest angle adjustment that can be locked in any position. Seat tilt tension can be adjusted to allow easy reclining and the backrest height can be easily adjusted via the ratchet mechanism.,"When efficiency is all-important, our task and operator seating fulfils a variety of functions.  These chairs ensure employees have comfort and the functionality required as their legal right.  They are chairs to boost effectiveness.",670,670,1000,15.7,Fabric & Nylon,Black,Black,false,530,470,440-560,High,480,570-640,true,Height Adjustable and Folding,true,515,635-705,true,false,,,true,true,true,false,false,false,true,false,false,false,false,false,false,true,false,8,false,125,Black,Black,Black,Fabric,Fabric,Nylon,1,3-May,Yes,Yes,,15.95,15,37.95,3 Years,1 Year,China ,ANSI/BIFMA X5.1-2017; Foam: BS 5852 Ignition Source 5 (Crib 5); EN 1021-1; EN 1021-2; Fabric: BS 7176 Low Hazard,AC000027,AC000024,AC000029,AC000028,,,,,94013000,60254,5.05631E+12,03/06/2024
OP000286,DE04BLFD,Eclipse Plus XL Lever Task Operator Chair Blue With Height Adjustable And Folding Arms,Task and Operator,Eclipse,Plus XL,397, Large seat pad with waterfall front  Cushioned dished seat design  Contoured backrest for added comfort  Triple lever independent seat and backrest mechanism  Ratchet height adjustable backrest  PCB: permenant contact backrest  Optional armrests,The Eclipse XL is a fully comprehensive operator chair that provides extra functionality and comfort. A large and accommodating seat and backrest provide all day long comfort. The well equipped mechanism provides independent seat and backrest angle adjustment that can be locked in any position. Seat tilt tension can be adjusted to allow easy reclining and the backrest height can be easily adjusted via the ratchet mechanism.,"When efficiency is all-important, our task and operator seating fulfils a variety of functions.  These chairs ensure employees have comfort and the functionality required as their legal right.  They are chairs to boost effectiveness.",670,670,1000,15.7,Fabric & Nylon,Blue & Black,Blue & Black,false,530,470,440-560,High,480,570-640,true,Height Adjustable and Folding,true,515,635-705,true,false,,,true,true,true,false,false,false,true,false,false,false,false,false,false,true,false,8,false,125,Blue,Blue,Black,Fabric,Fabric,Nylon,1,3-May,Yes,Yes,,15.95,15,37.95,3 Years,1 Year,China ,ANSI/BIFMA X5.1-2017; Foam: BS 5852 Ignition Source 5 (Crib 5); EN 1021-1; EN 1021-2; Fabric: BS 7176 Low Hazard,AC000028,AC000027,AC000024,AC000029,,,,,94013000,60254,5.05631E+12,03/06/2024
OP000287,DE04COALFD,Eclipse Plus XL Lever Task Operator Chair Charcoal With Height Adjustable And Folding Arms,Task and Operator,Eclipse,Plus XL,397, Large seat pad with waterfall front  Cushioned dished seat design  Contoured backrest for added comfort  Triple lever independent seat and backrest mechanism  Ratchet height adjustable backrest  PCB: permenant contact backrest  Optional armrests,The Eclipse XL is a fully comprehensive operator chair that provides extra functionality and comfort. A large and accommodating seat and backrest provide all day long comfort. The well equipped mechanism provides independent seat and backrest angle adjustment that can be locked in any position. Seat tilt tension can be adjusted to allow easy reclining and the backrest height can be easily adjusted via the ratchet mechanism.,"When efficiency is all-important, our task and operator seating fulfils a variety of functions.  These chairs ensure employees have comfort and the functionality required as their legal right.  They are chairs to boost effectiveness.",670,670,1000,15.7,Fabric & Nylon,Charcoal & Black,Charcoal & Black,false,530,470,440-560,High,480,570-640,true,Height Adjustable and Folding,true,515,635-705,true,false,,,true,true,true,false,false,false,true,false,false,false,false,false,false,true,false,8,false,125,Charcoal,Charcoal,Black,Fabric,Fabric,Nylon,1,3-May,Yes,Yes,,15.95,15,37.95,3 Years,1 Year,China ,ANSI/BIFMA X5.1-2017; Foam: BS 5852 Ignition Source 5 (Crib 5); EN 1021-1; EN 1021-2; Fabric: BS 7176 Low Hazard,AC000028,AC000027,AC000024,AC000029,,,,,94013000,60254,5.05631E+12,03/06/2024
OP000317,ACE01,Ace Executive Mesh Chair With Folding Arms,Executive,Ace,,233,"  Award-winning design: The Ace office chair's sleek and modern appearance ensures you'll have the most enviable seat in the room, perfect for elevating any workspace aesthetic.
  Customisable comfort: Experience tailored support with folding arms, adjustable lumbar support, and a customisable headrest to accommodate your unique preferences and ergonomic needs.
  Effortless adjustability: With a single lever lock tilt action, comfortably recline with ease for the perfect seating position for ultimate comfort and productivity.
  Breathable mesh back: The Ace chair features a high-quality mesh back, promoting air circulation and providing excellent support throughout long workdays.
  Make it Personal: Personalise the Ace with an array of bespoke fabric options.","If points were awarded to the user with the best-looking office chair, the Ace would leave you the highest scorer every single time. Easy to operate thanks to the single lever lock tilt action, this mesh back chair also boasts folding arms, adjustable lumbar support and even an adjustable headrest.","When efficiency is all-important, our task and operator seating fulfils a variety of functions.  These chairs ensure employees have comfort and the functionality required as their legal right.  They are chairs to boost effectiveness.",660,610,1170-1300,11.5,Fabric & Mesh & Plastic,Black,Black,false,510,510,440-535,High,470,730-760,true,Folding,true,500,690,true,true,Adjustable,true,false,false,false,false,true,false,false,false,false,false,true,false,false,true,false,8,false,110,Black,Black,Black,Fabric,Mesh,Plastic,1,3-May,Yes,Yes,4.95,15.95,15,37.95,1 Year,1 Year,China,,AC000024,AC000028,AC000027,AC000029,,,,,94013900,60251,5.05631E+12,03/06/2024
OP000318,CRW01,Crew Task Operator Mesh Chair With Folding Arms,Task and Operator,Crew,,216,"  Dynamic Design: The Crew Medium Mesh Back Task Operator Office Chair features a unique and spirited design, adding a touch of character to your office space while ensuring a comfortable and supportive seating experience.
  Breathable Mesh Back: With a ventilated mesh back, the Crew Office Chair offers enhanced breathability, keeping you cool and comfortable throughout the workday.
  Folding Arms: Equipped with folding arms, this office chair allows for easy customization of your seating experience, providing added versatility and comfort in various work situations._x000D_
  Effortless Tilt Mechanism: The Crew Office Chair is designed with a simple-to-use single lever lock tilt mechanism, enabling you to quickly and easily adjust the chair's angle for optimal comfort and productivity.
  Make it Personal: Personalise the Crew with an array of bespoke fabric options.","Join the queue to get the Crew - this character filled task operator office chair is the ideal new addition to any seating squad. A breathable mesh back, folding arms and simple to use single lever lock tilt mechanism are guaranteed to liven up your working day and make the grind a ton of fun.","When efficiency is all-important, our task and operator seating fulfils a variety of functions.  These chairs ensure employees have comfort and the functionality required as their legal right.  They are chairs to boost effectiveness.",620,600,890-970,9.5,Fabric & Mesh & Plastic,Black,Black,false,460,490,430-510,Medium,450,470,true,Folding,true,485,635,true,false,,,false,false,false,false,false,false,false,false,false,false,true,false,false,true,false,8,false,110,Black,Black,Black,Fabric,Mesh,Plastic,1,3-May,Yes,Yes,4.95,15.95,15,37.95,1 Year,1 Year,China,,AC000027,AC000024,AC000028,AC000029,,,,,94013900,60252,5.05631E+12,03/06/2024
OP000319,HOR01,Horizon Executive Mesh Chair With Height Adjustable Arms,Executive,Horizon,,370,"  Versatile Use: The Horizon High Mesh Back Task Operator Office Chair is designed to be equally suitable for office, home and gaming environments, making it the perfect addition to any workspace or gaming setup.
  Unparalleled Comfort: Featuring an extendable footrest, this futuristic office chair ensures ultimate relaxation and comfort, allowing users to take breaks and recharge during long sessions. (Telescopic Footrest Depth: 195mm - 450mm)
  Adjustable Headrest: The Horizon chair includes a headrest with height and tilt adjustment features, providing optimal neck support and promoting healthy posture, enhancing overall comfort and well-being.
  Multi-Adjusting Arms: Equipped with pivoting, sliding arm pads and height adjustment - the Horizon Office Chair allows for a personalized and ergonomic seating experience.
  Stylish & Modern Design: With its sleek and futuristic appearance, the Horizon Task Operator Office Chair will elevate the aesthetics of any workspace or gaming setup, while delivering exceptional comfort and functionality.","As at home in the office as it is in your gaming room, the Horizon is here to mark the dawn of a new era of operator seating. Comfort is paramount when it comes to productivity, and this futuristic mesh back operator chair gives users the unique opportunity to kick back thanks to its extendable footrest  the features do not stop there, however, as the Horizon also offers multi adjusting arms and an adjustable headrest.","When efficiency is all-important, our task and operator seating fulfils a variety of functions.  These chairs ensure employees have comfort and the functionality required as their legal right.  They are chairs to boost effectiveness.",680,660,1180-1300,18,Mesh & Plastic,Black,Black,false,490,450,470-550,High,500,730-790,true,Multi Adjustable,true,490,630,true,true,Adjustable,true,false,false,false,true,false,false,false,false,false,true,false,false,false,true,false,8,false,120,Black,Black,Black,Mesh,Mesh,Plastic,1,3-May,Yes,Yes,4.95,15.95,15,37.95,2 Years,1 Year,China,,AC000024,AC000029,AC000027,AC000028,,,,,94013900,60251,5.05631E+12,03/06/2024
OP000320,SIG01,Sigma Executive Mesh Chair With Folding Arms,Executive,Sigma,,272,"  Eye-Catching Design: The Sigma High Mesh Back Office Chair revolutionizes executive seating with its modern and stylish design, transforming the look of any workspace while providing optimal comfort.
  Breathable Mesh Backrest: Featuring a breathable mesh back, the Sigma Office Chair ensures excellent ventilation and support, keeping you cool and comfortable throughout your workday.
  Folding Arms: Equipped with folding arms, this office chair allows for easy customization of your seating experience, providing added versatility and comfort in various work situations._x000D_
  Adjustable Headrest: The Sigma chair offers an adjustable headrest for optimal neck support, promoting healthy posture and reducing discomfort during long work hours.
  Transform Your Workspace: Say goodbye to dull and uninspired seating with the Sigma Task Operator Office Chair, bringing a fresh and exciting look to your office while delivering unmatched comfort and functionality.
  Make it Personal: Personalise the Sigma with an array of bespoke fabric options.","There once was a time when operator seating was dull, uninspired and simply boring, that time is over - one glance at the Sigma and you will understand why. Breathable mesh adorns the backrest that serves as a stylish centre for the folding arms and adjustable headrest that the Sigma proudly parades.","When efficiency is all-important, our task and operator seating fulfils a variety of functions.  These chairs ensure employees have comfort and the functionality required as their legal right.  They are chairs to boost effectiveness.",610,590,1110-1280,13,Fabric & Mesh & Metal,Black & Silver,Black & Silver,false,480,510,420-510,High,450,700-770,true,Folding,true,460,640,true,true,Height Adjustable,true,false,false,false,true,false,false,false,false,false,false,true,false,false,true,false,8,false,110,Black,Black,Silver,Fabric,Mesh,Metal,1,3-May,Yes,Yes,4.95,15.95,15,37.95,1 Year,1 Year,China,,AC000028,AC000029,AC000027,AC000024,,,,,94013900,60251,5.05631E+12,03/06/2024
OP000321,IS1,Iris Task Operator Black Mesh Back Fabric Seat With Headrest,Task and Operator,Iris,,208,"  Simple to Use: The Iris executive office chair has been designed for easy operation, making it the perfect solution to your workspace needs.
  Elegant Mesh Design: Boasting a stylish and modern mesh design, the Iris office chair fits effortlessly into any office environment, offering a perfect balance of style and comfort.
  Comfortable Armrests: The Iris is equipped with padded armrests for superior support, ensuring comfort at all times. 
  Single Lever Lock Tilt Mechanism: The Iris features a practical lock tilt mechanism, enabling you to either lock the chair in an upright position or leave unlocked to free float your way through the day.
  Ergonomic Lumbar Support: With a focus on good posture, the Iris offers outstanding lumbar support to reduce the risk of back pain and muscle fatigue during prolonged periods of sitting.
  Gas Height Adjustment: The Iris includes a gas height adjustment system, ensuring the optimal seating height to meet your individual requirements, enhancing ergonomics and productivity.
  Adjustable Headrest: Customise your comfort with the Iris's adjustable headrest, providing optimal support for your neck and head during long working hours.
  Folding Arms: The Iris chair features folding arms for improved functionality and space-efficiency, offering greater flexibility in your work environment.
  Impressive Package: The Iris office chair combines form and function in an impressive package, set to elevate your workspace experience.","Desirous for a new executive office chair? If so, feast your gaze on the Iris. Simple to operate, this slick seating is the solution to your working requirements. Designed to effortlessly blend into any space thanks to its marvellous mesh design, the Iris combines function and form to leave us with the awe-inspiring, eye-opening package we are presented with here.","When efficiency is all-important, our task and operator seating fulfils a variety of functions.  These chairs ensure employees have comfort and the functionality required as their legal right.  They are chairs to boost effectiveness.",640,630,1220-1370,11,Fabric & Mesh & Plastic,Black,Black,false,500,450,490-590,High,450,730-790,true,Folding,false,480,670,true,true,Height Adjustable,true,false,false,false,false,true,false,false,false,false,false,true,false,false,true,false,8,false,100,Black,Black,Black,Fabric,Mesh,Plastic,1,3-May,Yes,Yes,4.95,15.95,15,37.95,2 Years,1 Year,China,,,,,,,,,,94013900,60251,5.06027E+12,03/06/2024
OP000323,DE02PLBLK,Eclipse Plus II Lever Task Operator Chair Black With Pump Lumbar,Task and Operator,Eclipse,Plus II,245, Cushioned seat pad with waterfall front  Cushioned dished seat design  Contoured backrest for added comfort  Twin lever mechanism for gas lift and backrest tilt control  Backrest angle adjustment  PCB: permenant contact backrest  Features inflatable lumbar support  Optional armrest  Optional High Rise Draughtsman kit,The Eclipse 2 is an everyday operator chair suited to all environments - from call centres to the home office. The backrest can be reclined and locked in any position or be used for permanent contact and support. Perfect for the all day operator requirement. Available in a range of five different standard upholstery options and can also be bespoke upholstered to match corporate colours or personal taste.,"When efficiency is all-important, our task and operator seating fulfils a variety of functions.  These chairs ensure employees have comfort and the functionality required as their legal right.  They are chairs to boost effectiveness.",600,600,970,10.2,Fabric & Nylon,Black,Black,false,490,410,430-550,Medium,440,530-560,false,,,,,true,false,,,true,true,false,true,true,false,false,false,false,true,false,false,false,false,false,8,false,125,Black,Black,Black,Fabric,Fabric,Nylon,1,3-May,Yes,Yes,4.95,15.95,15,37.95,3 Years,1 Year,China,ANSI/BIFMA X5.1-2017; Foam: BS 5852 Ignition Source 5 (Crib 5); EN 1021-1; EN 1021-2; Fabric: BS 7176 Low Hazard,,,,,,,,,94013000,60255,5.05618E+12,03/06/2024
OP000324,DE02PLBL,Eclipse Plus II Lever Task Operator Chair Blue With Pump Lumbar,Task and Operator,Eclipse,Plus II,245, Cushioned seat pad with waterfall front  Cushioned dished seat design  Contoured backrest for added comfort  Twin lever mechanism for gas lift and backrest tilt control  Backrest angle adjustment  PCB: permenant contact backrest  Features inflatable lumbar support  Optional armrest  Optional High Rise Draughtsman kit,The Eclipse 2 is an everyday operator chair suited to all environments - from call centres to the home office. The backrest can be reclined and locked in any position or be used for permanent contact and support. Perfect for the all day operator requirement. Available in a range of five different standard upholstery options and can also be bespoke upholstered to match corporate colours or personal taste.,"When efficiency is all-important, our task and operator seating fulfils a variety of functions.  These chairs ensure employees have comfort and the functionality required as their legal right.  They are chairs to boost effectiveness.",600,600,970,10.2,Fabric & Nylon,Blue & Black,Blue & Black,false,490,410,430-550,Medium,440,530-560,false,,,,,true,false,,,true,true,false,true,true,false,false,false,false,true,false,false,false,false,false,8,false,125,Blue,Blue,Black,Fabric,Fabric,Nylon,1,3-May,Yes,Yes,4.95,15.95,15,37.95,3 Years,1 Year,China,ANSI/BIFMA X5.1-2017; Foam: BS 5852 Ignition Source 5 (Crib 5); EN 1021-1; EN 1021-2; Fabric: BS 7176 Low Hazard,,,,,,,,,94013000,60255,5.05618E+12,03/06/2024
OP000325,DE02PLCOAL,Eclipse Plus II Lever Task Operator Chair Charcoal With Pump Lumbar,Task and Operator,Eclipse,Plus II,245, Cushioned seat pad with waterfall front  Cushioned dished seat design  Contoured backrest for added comfort  Twin lever mechanism for gas lift and backrest tilt control  Backrest angle adjustment  PCB: permenant contact backrest  Features inflatable lumbar support  Optional armrest  Optional High Rise Draughtsman kit,The Eclipse 2 is an everyday operator chair suited to all environments - from call centres to the home office. The backrest can be reclined and locked in any position or be used for permanent contact and support. Perfect for the all day operator requirement. Available in a range of five different standard upholstery options and can also be bespoke upholstered to match corporate colours or personal taste.,"When efficiency is all-important, our task and operator seating fulfils a variety of functions.  These chairs ensure employees have comfort and the functionality required as their legal right.  They are chairs to boost effectiveness.",600,600,970,10.2,Fabric & Nylon,Charcoal & Black,Charcoal & Black,false,490,410,430-550,Medium,440,530-560,false,,,,,true,false,,,true,true,false,true,true,false,false,false,false,true,false,false,false,false,false,8,false,125,Charcoal,Charcoal,Black,Fabric,Fabric,Nylon,1,3-May,Yes,Yes,4.95,15.95,15,37.95,3 Years,1 Year,China,ANSI/BIFMA X5.1-2017; Foam: BS 5852 Ignition Source 5 (Crib 5); EN 1021-1; EN 1021-2; Fabric: BS 7176 Low Hazard,,,,,,,,,94013000,60255,5.05618E+12,03/06/2024
OP000326,ORBIT01,Orbit Black Mesh Back Chair,Task and Operator,Orbit,,229, Flip up arms  Padded armrests  Mesh Back  Gas height adjustment  Lock Tilt Mechanism,"Step into a world where style and comfort collide. Contoured, modern and elegant, the Orbit boasts both aesthetic appeal and ergonomic excellence. With a substantially padded seat and armrests, prepare for comfort levels that are out of this world. Not just a chair, but a statement.","When efficiency is all-important, our task and operator seating fulfils a variety of functions.  These chairs ensure employees have comfort and the functionality required as their legal right.  They are chairs to boost effectiveness.",670,630,990-1090,11.8,Airmesh & Mesh & Nylon,Black,Black,false,540,470,460-560,High,520,580,true,Folding,false,8,680-780,true,false,,,false,false,true,false,true,false,false,false,false,false,true,false,false,true,false,8,false,110,Black,Black,Black,Air Mesh Fabric,Mesh,Nylon,1,3-May,Yes,Yes,4.95,15.95,15,37.95,2 Years,1 Year,China,BS 5852 Ignition Source 5 (Crib 5); EN 1335,,,,,,,,,94013000,60251,5.05631E+12,07/08/2024
OP000327,TN01BLK,Turin Stool Black Frame Black Seat Pad,Visitor,Turin,,110," Plush velour seat
 Attractive black legs
 Robust steel frame
 Dual footrests
 Floor protecting feet","Create an elevated space with the Turin. Modern, stylish, and elegant, the Turin is guaranteed to level up your office or bistro area. Available in three stunning shades, there's a colour match for every aesthetic. Plush velour cushioning and a matte black frame ensures you don't have to choose between comfort and design. Now you're ready to enhance your space, don't settle for ordinary - choose the Turin and make every moment a statement of style.","Whether you're furnishing a cosy corner café or looking to create a stylish, yet comfortable office breakout area, our furniture offers the ideal solution. Crafted with high quality materials and modern aesthetics, these pieces transition easily from casual dining settings to professional spaces, ensuring both an inviting and practical environment. Transform your space with furniture that compliments any setting, creating welcoming and functional surroundings.",430,430,700,7.5,Velvet & Metal,Black,Black,false,330,330,700,,,,false,,,,,,false,,,,,,,,,,,,,,,,,,8,true,110,Black,,Black,Velvet,,Metal,1,3-May,Yes,Yes,4.95,15.95,15,37.95,,,China,BS 5852 Ignition Source 5 (Crib 5); EN12520,,,,,,,,,94017900,60264,5.05585E+12,01/11/2024
OP000328,TN01GRY,Turin Stool Black Frame Grey Seat Pad,Visitor,Turin,,110," Plush velour seat
 Attractive black legs
 Robust steel frame
 Dual footrests
 Floor protecting feet","Create an elevated space with the Turin. Modern, stylish, and elegant, the Turin is guaranteed to level up your office or bistro area. Available in three stunning shades, there's a colour match for every aesthetic. Plush velour cushioning and a matte black frame ensures you don't have to choose between comfort and design. Now you're ready to enhance your space, don't settle for ordinary - choose the Turin and make every moment a statement of style.","Whether you're furnishing a cosy corner café or looking to create a stylish, yet comfortable office breakout area, our furniture offers the ideal solution. Crafted with high quality materials and modern aesthetics, these pieces transition easily from casual dining settings to professional spaces, ensuring both an inviting and practical environment. Transform your space with furniture that compliments any setting, creating welcoming and functional surroundings.",430,430,700,7.5,Velvet & Metal,Grey,Grey,false,330,330,700,,,,false,,,,,,false,,,,,,,,,,,,,,,,,,8,true,110,Grey,,Black,Velvet,,Metal,1,3-May,Yes,Yes,4.95,15.95,15,37.95,,,China,BS 5852 Ignition Source 5 (Crib 5); EN12520,,,,,,,,,94017900,60264,5.05585E+12,01/11/2024
OP000329,TN01ORA,Turin Stool Black Frame Burnt Orange Seat Pad,Visitor,Turin,,110," Plush velour seat
 Attractive black legs
 Robust steel frame
 Dual footrests
 Floor protecting feet","Create an elevated space with the Turin. Modern, stylish, and elegant, the Turin is guaranteed to level up your office or bistro area. Available in three stunning shades, there's a colour match for every aesthetic. Plush velour cushioning and a matte black frame ensures you don't have to choose between comfort and design. Now you're ready to enhance your space, don't settle for ordinary - choose the Turin and make every moment a statement of style.","Whether you're furnishing a cosy corner café or looking to create a stylish, yet comfortable office breakout area, our furniture offers the ideal solution. Crafted with high quality materials and modern aesthetics, these pieces transition easily from casual dining settings to professional spaces, ensuring both an inviting and practical environment. Transform your space with furniture that compliments any setting, creating welcoming and functional surroundings.",430,430,700,7.5,Velvet & Metal,Burnt Orange,Burnt Orange,false,330,330,700,,,,false,,,,,,false,,,,,,,,,,,,,,,,,,8,true,110,Burnt Orange,,Black,Velvet,,Metal,1,3-May,Yes,Yes,4.95,15.95,15,37.95,,,China,BS 5852 Ignition Source 5 (Crib 5); EN12520,,,,,,,,,94017900,60264,5.05585E+12,01/11/2024
PO000001,CHIROPLUSBLACK,Chiro Plus Ergo Posture Chair Black With Arms,Posture,Chiro,,859, Posture chair  approved by a UK chiropractic doctor  Height adjustable backrest with fixed lumbar support  Contoured foam seat and back for extra comfort and support  Triple lever Sychro tilt mechanism  Seat slide  Height and angle adjustable headrest to ensure best fit  Polished chrome 5 star base,"More work hours are lost through back pain and injuries than any other reason, and the number of people reporting back issues is rising rapidly. One reason is poor seating posture at work, especially amongst office personnel. Chiro High Back and Medium Back posture seating are fully functional contoured chairs. They are feature rich and highly functional to ensure they can be adjusted to support any user in the best possible way. They can combat the discomfort of back sufferers and  educe the likelihood of posture related medical problems being acquired. They carry the additional endorsement of the respected chiropractor Dr Robert Bateman and as well as stock fabrics can be bespoke upholstered in any fabric of your choice. The Chiros match their functionality and quality with a design signature that makes them one of our most sought after big value seating solutions. ","Beat back pain and discomfort.  Boost your at-work health rating.  Invest in posture seating that is innovative, stylish and has outstanding support and adjustability designed-in.",710,690,1010,25.5,Fabric & Chrome Metal,Black & Chrome,Black & Chrome,false,495,520-560,470-540,High,490,550-610,true,Multi Adjustable,true,460-520,660-750,true,false,,,true,true,false,true,false,true,false,true,true,false,false,false,true,true,false,24,false,150,Black,Black,Chrome,Fabric,Fabric,Chrome Metal,1,3-May,Yes,Yes,4.95,15.95,15,37.95,5 Years,2 Years,China ,BS 5459; BS 5852 Ignition Source 5 (Crib 5); EN 1021-1; EN 1021-2,AC000029,AC000027,AC000028,AC000024,,,,,94013000,60241,5.06027E+12,03/06/2024
PO000002,CHIROPLUSBLACKWITHHEADREST,Chiro Plus Ergo Posture Chair Black With Arms With Headrest,Posture,Chiro,,899, Posture chair  approved by a UK chiropractic doctor  Height adjustable backrest with fixed lumbar support  Contoured foam seat and back for extra comfort and support  Triple lever Sychro tilt mechanism  Seat slide  Height and angle adjustable headrest to ensure best fit  Polished chrome 5 star base,"More work hours are lost through back pain and injuries than any other reason, and the number of people reporting back issues is rising rapidly. One reason is poor seating posture at work, especially amongst office personnel. Chiro High Back and Medium Back posture seating are fully functional contoured chairs. They are feature rich and highly functional to ensure they can be adjusted to support any user in the best possible way. They can combat the discomfort of back sufferers and  educe the likelihood of posture related medical problems being acquired. They carry the additional endorsement of the respected chiropractor Dr Robert Bateman and as well as stock fabrics can be bespoke upholstered in any fabric of your choice. The Chiros match their functionality and quality with a design signature that makes them one of our most sought after big value seating solutions. ","Beat back pain and discomfort.  Boost your at-work health rating.  Invest in posture seating that is innovative, stylish and has outstanding support and adjustability designed-in.",710,690,1230,26.5,Fabric & Chrome Metal,Black & Chrome,Black & Chrome,false,495,520-560,470-540,High,490,750-810,true,Multi Adjustable,true,460-520,660-750,true,true,Adjustable,true,true,true,false,true,false,true,false,true,true,false,false,false,true,true,false,24,false,150,Black,Black,Chrome,Fabric,Fabric,Chrome Metal,1,3-May,Yes,Yes,4.95,15.95,15,37.95,5 Years,2 Years,China ,BS 5459; BS 5852 Ignition Source 5 (Crib 5); EN 1021-1; EN 1021-2,AC000029,AC000027,AC000028,AC000024,,,,,94013000,60241,5.06027E+12,03/06/2024
